dispatch_location_name,fwa_name,distance,,
USFS Thorne Bay,AK_AK_001AK_09_C                       AK_09_C_FWA_001,104.0347921,,
USFS Wrangle Ranger District,AK_AK_001AK_09_C                       AK_09_C_FWA_001,107.7352916,,
USFS at Hoonah,AK_AK_001AK_09_F                       AK_09_F_FWA_001,112.9182837,,
USFS Juneau,AK_AK_001AK_09_F                       AK_09_F_FWA_001,81.76889607,,
USFS Ketchikan,AK_AK_001AK_09_F                       AK_09_F_FWA_001,26.13467306,,
USFS Thorne Bay,AK_AK_001AK_09_F                       AK_09_F_FWA_001,8.31194154,,
USFS Wrangle Ranger District,AK_AK_001AK_09_F                       AK_09_F_FWA_001,2.337920624,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001a,94.57460007,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001a,63.56281047,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001a,45.8757848,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001a,11.25607811,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001a,16.83431271,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001b,139.6716251,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001b,108.3223009,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001b,2.660392459,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001b,36.85372609,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001b,30.30254854,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001c,154.8144164,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001c,123.3523147,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001c,18.96076528,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001c,53.01029659,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001c,46.13247554,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001d,128.7157113,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001d,97.44815786,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001d,9.132165182,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001d,25.16501113,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001d,18.85017793,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001e,154.1455982,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001e,122.6884716,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001e,18.24078992,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001e,52.29667937,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001e,45.43328483,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001f,72.56107391,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001f,41.71495968,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001f,69.56365261,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001f,34.73683589,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001f,39.84003772,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001g,13.77732102,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001g,16.62342796,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001g,132.8044949,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001g,97.42785946,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001g,101.2621463,,
USFS at Hoonah,AK_AK_001AK_09_L                       AK_09_L_FWA_001h,37.47311775,,
USFS Juneau,AK_AK_001AK_09_L                       AK_09_L_FWA_001h,6.892322545,,
USFS Ketchikan,AK_AK_001AK_09_L                       AK_09_L_FWA_001h,107.3144667,,
USFS Thorne Bay,AK_AK_001AK_09_L                       AK_09_L_FWA_001h,72.15890003,,
USFS Wrangle Ranger District,AK_AK_001AK_09_L                       AK_09_L_FWA_001h,76.50476655,,
USFS at Hoonah,AK_AK_001AK_09_M                       AK_09_M_FWA_001a,90.67113545,,
USFS Juneau,AK_AK_001AK_09_M                       AK_09_M_FWA_001a,59.68867982,,
USFS Ketchikan,AK_AK_001AK_09_M                       AK_09_M_FWA_001a,50.07635631,,
USFS Thorne Bay,AK_AK_001AK_09_M                       AK_09_M_FWA_001a,15.41987611,,
USFS Wrangle Ranger District,AK_AK_001AK_09_M                       AK_09_M_FWA_001a,20.91388275,,
USFS at Hoonah,AK_AK_001AK_09_M                       AK_09_M_FWA_001b,138.2963576,,
USFS Juneau,AK_AK_001AK_09_M                       AK_09_M_FWA_001b,106.9572898,,
USFS Ketchikan,AK_AK_001AK_09_M                       AK_09_M_FWA_001b,1.180063027,,
USFS Thorne Bay,AK_AK_001AK_09_M                       AK_09_M_FWA_001b,35.38644093,,
USFS Wrangle Ranger District,AK_AK_001AK_09_M                       AK_09_M_FWA_001b,28.86493033,,
USFS at Hoonah,AK_AK_001AK_09_M                       AK_09_M_FWA_001c,94.22407792,,
USFS Juneau,AK_AK_001AK_09_M                       AK_09_M_FWA_001c,63.21492167,,
USFS Ketchikan,AK_AK_001AK_09_M                       AK_09_M_FWA_001c,46.2529902,,
USFS Thorne Bay,AK_AK_001AK_09_M                       AK_09_M_FWA_001c,11.62998047,,
USFS Wrangle Ranger District,AK_AK_001AK_09_M                       AK_09_M_FWA_001c,17.20065168,,
AFS at Ft Wainwright SMJ + A/T,AK_AK_001AK_10_C                       AK_10_C_FWA_001,131.3873852,,
AFS Galena SMJ base,AK_AK_001AK_10_C                       AK_10_C_FWA_001,405.9116706,,
"Delta Area Forestry: engines,",AK_AK_001AK_10_C                       AK_10_C_FWA_001,78.88327808,,
F&WS Tetlin Refuge @ Tok: WFU,AK_AK_001AK_10_C                       AK_10_C_FWA_001,3.926842514,,
MSS Palmer Airbase SMT+ A/T,AK_AK_001AK_10_C                       AK_10_C_FWA_001,196.3094041,,
SWA at McG: SMJs + Airtankers,AK_AK_001AK_10_C                       AK_10_C_FWA_001,391.2422216,,
Tok Area State Forestry,AK_AK_001AK_10_C                       AK_10_C_FWA_001,3.926828868,,
Valdez-Copper River State at G,AK_AK_001AK_10_C                       AK_10_C_FWA_001,78.57949231,,
AFS at Ft Wainwright SMJ + A/T,AK_AK_001AK_10_F                       AK_10_F_FWA_001,145.2777256,,
AFS Galena SMJ base,AK_AK_001AK_10_F                       AK_10_F_FWA_001,419.782078,,
"Delta Area Forestry: engines,",AK_AK_001AK_10_F                       AK_10_F_FWA_001,93.18707428,,
F&WS Tetlin Refuge @ Tok: WFU,AK_AK_001AK_10_F                       AK_10_F_FWA_001,10.75703971,,
MSS Palmer Airbase SMT+ A/T,AK_AK_001AK_10_F                       AK_10_F_FWA_001,211.8475141,,
SWA at McG: SMJs + Airtankers,AK_AK_001AK_10_F                       AK_10_F_FWA_001,406.0382841,,
Tok Area State Forestry,AK_AK_001AK_10_F                       AK_10_F_FWA_001,10.75700233,,
Valdez-Copper River State at G,AK_AK_001AK_10_F                       AK_10_F_FWA_001,93.87277934,,
AFS at Ft Wainwright SMJ + A/T,AK_AK_001AK_10_L                       AK_10_L_FWA_001,156.6592082,,
AFS Galena SMJ base,AK_AK_001AK_10_L                       AK_10_L_FWA_001,431.1443474,,
"Delta Area Forestry: engines,",AK_AK_001AK_10_L                       AK_10_L_FWA_001,104.9079379,,
F&WS Tetlin Refuge @ Tok: WFU,AK_AK_001AK_10_L                       AK_10_L_FWA_001,22.79023229,,
MSS Palmer Airbase SMT+ A/T,AK_AK_001AK_10_L                       AK_10_L_FWA_001,224.5787536,,
SWA at McG: SMJs + Airtankers,AK_AK_001AK_10_L                       AK_10_L_FWA_001,418.1593917,,
Tok Area State Forestry,AK_AK_001AK_10_L                       AK_10_L_FWA_001,22.79015309,,
Valdez-Copper River State at G,AK_AK_001AK_10_L                       AK_10_L_FWA_001,106.4045467,,
