name,fpu,walk_in_percent,pump_and_roll_percent,head_attack,tail_attack,parallel_attack,attack_distance,water_drops_allowed,exclude_from_irs,discovery_size,escape_limit_time,escape_limit_size,air_to_ground_coefficient,initial_delay,DISPATCH_LOGIC_ID,dispatch_logic_name
CA_CA_002PNF_S_Westside                PNF_S_Westside_1,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002PNF_High_Elevation            PNF_High_Elevation_2,CA_CA_002,25,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002PNF_North_Middle_Fork         PNF_North_Middle_For,CA_CA_002,70,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002LNF_IshiWildAndProposed       LNF_IshiWildAndPropo,CA_CA_002,95,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002LNF_Access Limited            LNF_Access Limited_1,CA_CA_002,50,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002LNF_Access Limited            LNF_Access Limited_2,CA_CA_002,50,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002PNF_Feather_River_Cyn         PNF_Feather_River_Cy,CA_CA_002,50,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002PNF_Diamond_Mt                PNF_Diamond_Mt_1,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189043,CA_CA_002Limited Access
CA_CA_002LNP_Fire_Use                  LNP_Fire_Use_1,CA_CA_002,75,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189044,CA_CA_002LVNP Wilderness
CA_CA_002LNP_Boundary                  LNP_Boundary_4_SW,CA_CA_002,60,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002Other                         Other_1,CA_CA_002,20,0,100,0,0,0,y,y,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002LNP_Headquarters              LNP_Headquarters_1,CA_CA_002,10,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002LNP_Boundary                  LNP_Boundary_3_SE,CA_CA_002,75,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002LNP_Boundary                  LNP_Boundary_2_NE,CA_CA_002,75,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002LNP_Boundary                  LNP_Boundary_1_NW,CA_CA_002,60,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189045,CA_CA_002LVNP General Forest
CA_CA_002BLM_River_Complex             BLM_River_Complex_1_,CA_CA_002,30,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_Ash_Valley                BLM_Ash_Valley_2_Tul,CA_CA_002,45,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002LNF_HighWild                  LNF_HighWild_2_Carib,CA_CA_002,95,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BIA_CDF/Local                 BIA_CDF/Local_1,CA_CA_002,28,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002PNF_Wilderness                PNF_Wilderness_1,CA_CA_002,95,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_High Rock                 BLM_High Rock_1,CA_CA_002,75,5,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002LNF_HighWild                  LNF_HighWild_1_ThouL,CA_CA_002,95,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_River_Complex             BLM_River_Complex_3_,CA_CA_002,66,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_WSA                       BLM_WSA_1,CA_CA_002,45,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_River_Complex             BLM_River_Complex_2_,CA_CA_002,66,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_Suprise_WSA               BLM_Suprise_WSA_1,CA_CA_002,60,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_River_Complex             BLM_River_Complex_4,CA_CA_002,35,30,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189046,CA_CA_002High Wilderness
CA_CA_002BLM_Mud_Flat                  BLM_Mud_Flat_1,CA_CA_002,36,25,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Modoc_WUI                 BLM_Modoc_WUI_1,CA_CA_002,35,30,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Westside_OFE_North        LNF_Westside_OFE_No2,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_WUI-Almanor               LNF_WUI-Almanor_2_So,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Westside_OFE_North        LNF_Westside_OFE_No1,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Portola                   PNF_Portola_2,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Fort_Bidwell              BLM_Fort_Bidwell_1,CA_CA_002,30,20,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_WUI-Almanor               LNF_WUI-Almanor_1_No,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Eastside                  LNF_Eastside_2_Eagle,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BIA_USFS                      BIA_USFS_1,CA_CA_002,0,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Chandler                  PNF_Chandler_1,CA_CA_002,10,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_N_Westside                PNF_N_Westside_1,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Escarpment                PNF_Escarpment_1,CA_CA_002,30,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Seneca                    PNF_Seneca_1,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Ash_Valley                BLM_Ash_Valley_1,CA_CA_002,45,5,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Portola                   PNF_Portola_1,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Grizzly_Ridge             PNF_Grizzly_Ridge_1,CA_CA_002,25,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Dry_Valley                BLM_Dry_Valley_1,CA_CA_002,25,25,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_West_FS_Land_State_DPA    PNF_West_FS_Land_Sta,CA_CA_002,10,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Hays                      BLM_Hays_1,CA_CA_002,35,15,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Cal_Neva                  BLM_Cal_Neva_1,CA_CA_002,25,20,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Greenville                PNF_Greenville_1,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Ravendale                 BLM_Ravendale_1,CA_CA_002,30,15,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_East_Warner               BLM_East_Warner_1,CA_CA_002,25,25,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Pineleaf                  PNF_Pineleaf_1,CA_CA_002,5,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Massacre                  BLM_Massacre_1,CA_CA_002,35,10,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Scattered_Lands           BLM_Scattered_Lands_,CA_CA_002,35,20,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Eastside_OFE              LNF_Eastside_OFE_1_W,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_AdminLandOutsideDPA       LNF_AdminLandOutsid2,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_AdminLandOutsideDPA       LNF_AdminLandOutsid1,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Eastside                  LNF_Eastside_1_HatCr,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_AdminLandOutsideDPA       LNF_AdminLandOutsid3,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002LNF_Eastside_OFE              LNF_Eastside_OFE_2_E,CA_CA_002,20,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Deans_Valley_Claremont    PNF_Deans_Valley_Cla,CA_CA_002,15,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Madeline_Plains           BLM_Madeline_Plains_,CA_CA_002,35,30,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_Eastside                  PNF_Eastside_1,CA_CA_002,5,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002PNF_East_FS_Land_State_DPA    PNF_East_FS_Land_Sta,CA_CA_002,60,0,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_002BLM_Madeline_Uplands          BLM_Madeline_Uplands,CA_CA_002,40,10,100,0,0,0,y,n,0.001,1080,A300,1.2,0,64189047,CA_CA_002General Forest/Range
CA_CA_007STF High Elevation (FMU3)     STF High Elevation,CA_CA_007,60,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191372,CA_CA_007High Elev NonWild
CA_CA_007SNF Mid Country (FMU2)        SNF Mid Country N,CA_CA_007,40,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191373,CA_CA_007Other
CA_CA_007SNF Mid Country (FMU2)        SNF Mid Country S,CA_CA_007,40,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191373,CA_CA_007Other
CA_CA_007STF Low Elevation (FMU2)      STF Low Elevation,CA_CA_007,20,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191373,CA_CA_007Other
CA_CA_007STF Wilderness (FMU4)         STF Wilderness,CA_CA_007,100,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191374,CA_CA_007Wilderness
CA_CA_007SNF High Country (FMU3)       SNF High Country,CA_CA_007,100,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191374,CA_CA_007Wilderness
CA_CA_007YNP Fire Use Unit             YNP Fire Use Unit,CA_CA_007,90,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191374,CA_CA_007Wilderness
CA_CA_007BLM Mariposa (FMU12)          BLM Mariposa,CA_CA_007,10,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007BLM Stanislaus (FMU9)         BLM Stanislaus,CA_CA_007,10,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007STF Protection (FMU1)         STF Protection,CA_CA_007,5,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007SNF Threat                    SNF Threat,CA_CA_007,10,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007BLM Red Hills ACEC (FMU10)    BLM Red Hills ACEC,CA_CA_007,10,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007SNL FWS Threat                SNL FWS Threat,CA_CA_007,5,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007Unassigned                    Unassigned,CA_CA_007,0,0,100,0,0,0,y,y,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007SNL FWS Suppression           SNL FWS Suppression,CA_CA_007,5,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007YNP Suppression Unit          YNP Suppression Unit,CA_CA_007,60,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007SNF Low Country (FMU1)        SNF Low Country N,CA_CA_007,30,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007SNF Low Country (FMU1)        SNF Low Country S,CA_CA_007,30,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_007BLM Tuolumne (FMU11)          BLM Tuolumne,CA_CA_007,10,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64191375,CA_CA_007WUI
CA_CA_015FS_CNF_Suppression_Threat     Laguna_&_Palomar_Mt,CA_CA_015,2,1,100,0,0,0,y,n,0.1,1080,A300,1.8,0,64192151,CA_CA_015CA FPU 15 WUI
CA_CA_015NPS_CA_Cabrillo               Cabrillo,CA_CA_015,2,1,100,0,0,0,y,n,0.1,1080,A300,1.6,0,64192151,CA_CA_015CA FPU 15 WUI
CA_CA_015FS_CNF_Wilderness_Threat      Wilderness_Threat,CA_CA_015,2,1,100,0,0,0,y,n,0.1,1080,A300,1.8,0,64192151,CA_CA_015CA FPU 15 WUI
CA_CA_015Unassigned                    Unassigned,CA_CA_015,2,5,100,0,0,0,y,n,0.1,1080,A300,1.6,0,64192151,CA_CA_015CA FPU 15 WUI
CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,CA_CA_015,2,1,100,0,0,0,y,n,0.1,1080,A300,1.5,0,64192151,CA_CA_015CA FPU 15 WUI
CA_CA_015FS_CNF_Wilderness             Wilderness,CA_CA_015,95,0,100,0,0,0,y,n,0.1,1080,A300,1.8,0,64192151,CA_CA_015CA FPU 15 WUI
